fixture_id,B365H,B365D,B365A
48976,4,3.6,1.85
48977,2.63,3.4,2.55
48978,2.3,3.4,3
48979,2.1,3.4,3.4
48980,2.8,3.4,2.7
48981,2.7,3.4,2.75
48982,2.3,3.5,3.25
48983,1.91,3.7,4.33
48984,1.85,3.8,4.5
48985,2,3.8,3.8
48986,3,3.4,2.5
48987,2.25,3.4,3.5
48988,3,3.6,2.4
48989,1.44,5,7.5
48990,2.1,3.5,3.75
48991,1.8,4,4.5
48992,3,3.25,2.63
48993,2.15,3.7,3.4
48994,3.8,3.6,2.05
48995,3,3.3,2.55
48996,2.9,3.4,2.6
48997,2.45,3.5,3
48998,2.45,3.4,3.1
48999,3,3.3,2.6
49000,2.8,3.5,2.6
49001,3.4,3.5,2.25
49002,2.4,3.4,3.2
49003,2.38,3.4,3.2
49004,3.75,3.6,2.1
49005,2.05,3.6,3.8
49006,2.1,3.5,3.8
49007,2.1,3.75,3.5
49008,1.85,4,4.33
49009,2.3,3.3,3.5
49010,1.91,3.75,4.33
49011,2.1,3.6,3.7
49012,3.5,3.5,2.2
49013,1.85,3.8,4.5
49014,3.1,3.5,2.4
49015,4.75,3.8,1.8
49016,1.57,4.2,6.5
49017,2,3.6,4
49018,2.25,3.6,3.25
49019,1.95,3.7,4.2
49020,2.88,3.4,2.6
49021,2.7,3.4,2.75
49022,2.63,3.4,2.88
49023,3,3.3,2.55
49024,3.1,3.4,2.45
49025,2.55,3.3,3
49026,2.5,3.4,3
49027,1.75,3.9,5
49028,2,3.6,4
49029,2.6,3.5,2.8
49030,2.55,3.3,3
49031,1.95,3.8,4
49032,4.5,3.6,1.91
49033,1.73,4,5
49034,3,3.6,2.4
49035,1.91,3.5,4.75
49036,4.5,4,1.8
49037,2.3,3.5,3.25
49038,2,3.6,4
49039,2.8,3.4,2.7
49040,1.85,3.75,4.5
49041,2.25,3.5,3.4
49042,2.9,3.3,2.63
49043,3.75,3.5,2.1
49044,3.3,3.5,2.3
49045,1.95,3.8,4
49046,2.6,3.4,2.88
49047,2.2,3.5,3.5
49048,1.62,4,6.5
49049,2.2,3.4,3.6
49050,1.73,4,5
49051,3.75,3.7,2.05
49052,1.91,3.75,4.33
49053,2.38,3.75,3
49054,5,4,1.75
49055,1.62,4.33,5.75
49056,3.2,3.4,2.38
49057,1.75,3.8,5.25
49058,2.05,3.8,3.6
49059,2.15,3.6,3.6
49060,3.4,3.75,2.15
49061,3.1,3.6,2.38
49062,2.1,3.8,3.5
49063,3,3.25,2.6
49064,2.7,3.4,2.8
49065,3,3.4,2.5
49066,1.75,4,5
49067,3.1,3.5,2.38
49068,2.2,3.4,3.6
49069,2.1,3.6,3.75
49070,2,3.75,3.8
49071,3.1,3.6,2.38
49072,2,3.75,3.8
49073,3.5,3.6,2.15
49074,1.62,4.2,6
49075,3.6,3.75,2.1
49076,2.2,3.5,3.5
49077,2.63,3.6,2.7
49078,2.6,3.4,2.9
49079,2.7,3.4,2.8
49080,1.62,4.33,5.75
49081,2.15,3.6,3.6
49082,1.75,4,5
49083,2.9,3.6,2.5
49084,2.2,3.4,3.6
49085,3,3.6,2.4
49086,2.3,3.5,3.25
49087,3.3,3.5,2.3
49088,2.55,3.3,3
49089,1.75,4.1,4.75
49090,2.25,3.4,3.5
49091,1.95,3.7,4.1
49092,1.95,3.6,4.2
49093,1.62,4.33,5.75
49094,3.2,3.4,2.4
49095,2.05,3.8,3.6
49096,3.8,3.6,2.05
49097,1.8,4,4.5
49098,5.25,4,1.7
49099,3.4,3.5,2.25
49100,2.9,3.3,2.63
49101,2.3,3.4,3.4
49102,2.55,3.6,2.8
49103,2.7,3.4,2.8
49104,2,3.8,3.75
49105,3.25,3.5,2.3
49106,3.8,3.8,2
49107,2.88,3.6,2.5
49108,1.91,3.75,4.33
49109,1.85,3.6,4.75
49110,2.2,3.5,3.5
49111,2.5,3.6,2.9
49112,1.95,3.8,4
49113,2.45,3.3,3.2
49114,3.6,3.5,2.15
49115,2.25,3.4,3.5
49116,2.15,3.6,3.5
49117,3.1,3.6,2.35
49118,2.15,3.5,3.6
49119,2.5,3.6,2.9
49120,1.8,3.9,4.75
49121,3.6,3.7,2.1
49122,2.3,3.5,3.25
49123,2.6,3.5,2.8
49124,1.75,4,5
49125,2.3,3.75,3.1
49126,2.8,3.5,2.63
49127,3,3.4,2.5
49128,2.45,3.7,2.88
49129,3,3.4,2.5
49130,2.75,3.4,2.7
49131,1.85,3.75,4.5
49132,1.57,4.33,6.5
49133,2.63,3.6,2.75
49134,2.6,3.3,3
49135,2.6,3.4,2.88
49136,4.2,3.5,2
49137,2.75,3.4,2.75
49138,2.8,3.3,2.75
49139,1.95,3.6,4.33
49140,2.38,3.4,3.2
49141,5.25,3.8,1.75
49142,1.53,4.33,7
49143,2,3.8,3.8
49144,2.75,3.4,2.75
49145,1.91,3.6,4.5
49146,2.45,3.4,3.1
49147,2.9,3.3,2.65
49148,2.15,3.5,3.6
49149,2.5,3.4,3
49150,2.5,3.4,3
49151,2,3.75,3.8
49152,2.15,3.5,3.6
49153,4.75,3.75,1.83
49154,2.88,3.3,2.7
49155,2.4,3.6,3
49156,2,3.6,4
49157,1.57,4,7
49158,1.85,3.6,4.75
49159,2.4,3.4,3.2
49160,2.05,3.5,4
49161,2.1,3.5,3.75
49162,3.5,3.4,2.25
49163,2,3.4,4.33
49164,2.2,3.5,3.5
49165,3.6,3.4,2.2
49166,2.7,3.4,2.8
49167,2.2,3.4,3.6
49168,1.36,5.5,9
49169,2.45,3.4,3.1
49170,2.8,3.25,2.8
49171,1.85,3.5,4.2
49172,2.8,3.3,2.45
49173,2.45,3.4,2.75
49174,2.8,3.3,2.5
49175,2.25,3.4,3.1
49176,2.75,3.3,2.5
49177,1.67,3.75,5
49178,3.75,3.4,2
49179,2,3.4,3.75
49180,2.05,3.3,3.6
49181,2,3.3,3.8
49182,2.3,3.4,3
49183,2.1,3.5,3.75
49184,2.15,3.4,3.75
49185,2.6,3.4,2.9
49186,2.8,3.5,2.6
49187,2.8,3.4,2.7
49188,2.5,3.4,3
49189,2.5,3.4,3
49190,2.55,3.5,2.88
49191,2.15,3.5,3.6
49192,1.65,4,6
49193,3,3.4,2.5
49194,2.15,3.5,3.6
49195,2.63,3.4,2.88
49196,2.05,3.5,4
49197,2.5,3.4,3
49198,2.5,3.4,3
49199,2.2,3.4,3.6
49200,1.91,3.6,4.5
49201,1.83,3.75,4.75
49202,1.8,3.6,5.25
49203,2.1,3.4,4
49204,5.25,3.8,1.75
49205,2.5,3.3,3.1
49206,2.45,3.3,3.2
49207,3,3.5,2.45
49208,2.38,3.4,3.2
49209,2.63,3.6,2.7
49210,3.75,3.6,2.1
49211,1.7,3.8,5.75
49212,2.15,3.4,3.8
49213,1.73,3.8,5.5
49214,1.85,3.6,4.75
49215,2.45,3.5,3
49216,3,3.4,2.5
49217,2.25,3.4,3.5
49218,2.38,3.4,3.2
49219,2.7,3.4,2.75
49220,2.3,3.4,3.4
49221,1.85,3.6,4.75
49222,2.8,3.4,2.7
49223,3,3.4,2.5
49224,1.95,3.5,4.33
49225,2.5,3.4,3
49226,2.7,3.4,2.75
49227,2.38,3.3,3.3
49228,1.85,3.75,4.5
49229,2.4,3.5,3.1
49230,2.5,3.4,3
49231,1.61,4.2,6
49232,2.25,3.5,3.39
49233,2.25,3.5,3.39
49234,2.1,2.39,7.5
49235,2.87,3.75,2.45
49236,2.5,3.6,2.89
49237,2.25,3.6,3.25
49238,1.5,4.5,7.5
49239,1.53,4.5,6.5
49240,3.75,3.6,2.1
49241,3.29,3.6,2.25
49242,1.64,4.5,5
49243,2.87,3.39,2.62
49244,2.5,3.39,3
49245,3.2,3.39,2.39
49246,5,4,1.72
49247,2.5,3.39,3
49248,2.39,3.6,3
49249,3.29,3.29,2.37
49250,1.44,4.75,8
49251,2.7,3.29,2.87
49252,2.5,3.39,3
49253,2.6,3.39,2.89
49254,3.5,3.6,2.14
49255,4.33,3.6,1.95
49256,2.6,3.25,3
49257,3.6,3.5,2.14
49258,3.1,2.89,2.79
49259,2.29,3.5,3.25
49260,2.29,3.39,3.39
49261,2.75,3.6,2.6
49262,4.33,3.7,1.9
49263,2.29,3.5,3.25
49264,1.8,3.79,4.75
49265,2.14,3.5,3.6
49266,1.7,3.75,5.75
49267,1.95,3.79,4
49268,1.66,4,5.75
49269,1.75,3.75,5.25
49270,2,3.6,4
49271,1.64,4,6
49272,2,3.7,3.89
49273,1.53,4.33,7
49274,2.37,3.5,3.1
49275,1.75,4,5
49276,1.95,3.75,4
49277,2.5,3.29,3.1
49278,3.89,3.5,2.04
49279,2.62,3.29,2.89
49280,1.44,4.75,8.5
49281,3.5,3.5,2.2
49282,3.1,3.5,2.39
49283,3.6,3.25,2.25
49284,2.62,3.39,2.87
49285,5.75,3.79,1.7
49286,3.29,3.29,2.37
49287,2.62,3.29,2.89
49288,3,3.29,2.54
49289,1.72,4,5
49290,2.14,3.39,3.75
49291,2.1,3.5,3.79
49292,1.8,3.79,4.75
49293,2.89,3.29,2.62
49294,2.25,3.39,3.5
49295,1.9,3.6,4.5
49296,2.2,3.5,3.5
49297,2.79,3.2,2.79
49298,2.14,3.39,3.75
49299,2.29,3.6,3.2
49300,5,3.75,1.8
49301,2.25,3.5,3.39
49302,2.7,3.39,2.79
49303,1.72,3.79,5.5
49304,3.39,3.5,2.25
49305,2.6,3.39,2.89
49306,2.54,3.5,2.89
49307,3,3.39,2.5
49308,1.83,3.75,4.75
49309,2.37,3.39,3.2
49310,1.66,4,5.75
49311,2.5,3.39,3
49312,2.1,3.5,3.79
49313,2.25,3.5,3.39
49314,3.75,3.5,2.1
49315,2.39,3.39,3.2
49316,1.83,3.6,5
49317,2.39,3.39,3.2
49318,3,3.2,2.62
49319,2.75,3.39,2.75
49320,2.14,3.5,3.6
49321,1.83,3.75,4.75
49322,3.6,3.5,2.14
49323,1.6,4.33,6
49324,2.2,3.39,3.6
49325,1.8,3.75,5
49326,3.25,3.39,2.35
49327,3,3.39,2.5
49328,3.89,3.39,2.1
49329,3.89,3.39,2.1
49330,2.25,3.6,3.29
49331,2.79,3.29,2.7
49332,1.83,3.75,4.75
49333,3.5,3.6,2.14
49334,2.39,3.39,3.2
49335,2.29,3.39,3.39
49336,3,3.39,2.5
49337,1.85,3.79,4.5
49338,3.39,3.39,2.29
49339,2.5,3.39,3
49340,2,3.39,4.33
49341,1.75,3.79,5.25
49342,1.95,3.6,4.2
49343,3,3.39,2.5
49344,2.79,3.5,2.62
49345,3.75,3.39,2.14
49346,2.2,3.39,3.6
49347,1.72,3.75,5.5
49348,2.79,3.25,2.79
49349,2.45,3.25,3.25
49350,2.14,3.6,3.5
49351,3.6,3.39,2.2
49352,3.79,3.39,2.14
49353,2.1,3.39,4
49354,2.1,3.5,3.75
49355,2.79,3.5,2.6
49356,3.2,3.6,2.29
49357,2.75,3.29,2.79
49358,1.75,3.79,5.25
49359,2,3.5,4.2
49360,2.2,3.5,3.5
49361,2.14,3.6,3.5
49362,2,3.6,4
49363,2.75,3.39,2.75
49364,1.85,3.75,4.5
49365,2.5,3.29,3.1
49366,2.1,3.5,3.75
49367,2.5,3.39,3
49368,3.7,3.5,2.14
49369,2,3.75,3.79
49370,2.14,3.5,3.6
49371,2.1,3.75,3.5
49372,3.39,3.6,2.2
49373,2.1,3.6,3.75
49374,2.7,3.5,2.7
49375,2.6,3.5,2.79
49376,1.66,4,5.75
49377,1.72,4,5
49378,2.29,3.39,3.29
49379,1.85,3.79,4.5
49380,2.39,3.5,3.1
49381,1.66,4.2,5.25
49382,3.1,3.5,2.37
49383,2.75,3.39,2.75
49384,2.75,3.39,2.75
49385,2.89,3.39,2.6
49386,3.39,3.39,2.29
49387,2.14,3.39,3.79
49388,1.8,3.79,4.75
49389,2.75,3.39,2.7
49390,3.39,3.29,2.35
49391,2.87,3.6,2.5
49392,3,3.5,2.45
49393,2.29,3.5,3.29
49394,2.6,3.5,2.79
49395,2.2,3.39,3.6
49396,2,3.6,4
49397,1.75,3.89,5
49398,2.64,3.39,2.79
49399,2.6,3.39,2.87
49400,2.54,3.39,2.95
49401,2.1,3.6,3.7
49402,1.61,4,6.5
49403,2.1,3.39,3.89
49404,2,3.6,4
49405,2.25,3.5,3.39
49406,2.45,3.39,3.1
49407,3.6,3.5,2
49408,2.25,3.29,3.2
49409,2.14,3.29,3.39
49410,2.2,3.25,3.25
49411,2.2,3.29,3.29
49412,2.7,3.25,2.6
49413,3.5,3.39,2.04
49414,4.5,3.75,1.75
49415,2.14,3.39,3.25
49416,3.25,3.29,2.39
49417,2.29,3.5,3.29
49418,1.85,3.75,4.5
49419,2.54,3.2,3.1
49420,2.37,3.29,3.29
49421,4.2,3.6,1.95
49422,3.2,3.39,2.39
49423,2.39,3.5,3.1
49424,1.6,4.2,6
49425,1.75,3.79,5.25
49426,1.66,4.09,5.5
49427,1.85,3.6,4.75
49428,2.04,3.6,3.79
49429,2.54,3.29,3
49430,1.83,3.79,4.59
49431,1.85,3.5,5
49432,1.9,4,4
49433,3,3.39,2.5
49434,2.54,3.29,3
49435,1.9,3.6,4.5
49436,1.8,3.79,4.75
49437,1.83,3.75,4.75
49438,2.7,3.39,2.75
49439,3.2,3.39,2.37
49440,4.33,3.7,1.9
49441,3.29,3.29,2.37
49442,2.25,3.5,3.39
49443,1.72,3.89,5.25
49444,1.9,3.6,4.4
49445,1.72,3.75,5.5
49446,2.39,3.29,3.29
49447,3.75,3.5,2.1
49448,2,3.6,4
49449,2.2,3.39,3.6
49450,4,3.5,2.04
49451,3.2,3.39,2.39
49452,1.39,5,9
49453,2.39,3.5,3.1
49454,2,3.5,4.2
49455,2.79,3.25,2.79
49456,2.54,3.5,2.87
49457,1.95,3.39,4.5
49458,2.79,3.2,2.79
49459,1.9,3.7,4.33
49460,2.45,3.39,3.1
49461,5,4,1.72
49462,2.29,3.5,3.29
49463,3,3.29,2.6
49464,2.79,3.39,2.7
49465,2.37,3.39,3.25
49466,2.6,3.39,2.87
49467,1.75,3.75,5.25
49468,1.66,4.09,5.5
49469,1.9,3.7,4.33
49470,1.72,4,5
49471,2.29,3.5,3.25
49472,5,3.7,1.8
49473,2.35,3.5,3.2
49474,3,3.39,2.5
49475,2.1,3.5,3.75
49476,1.75,3.79,5.25
49477,2.79,3.39,2.7
49478,4.33,3.75,1.89
49479,1.83,3.89,4.5
49480,2.35,3.39,3.25
49481,2.39,3.39,3.2
49482,2.2,3.29,3.75
49483,2.89,3.39,2.6
49484,2.62,3.29,2.89
49485,2.25,3.39,3.5
49486,2.75,3.39,2.7
49487,2.14,3.5,3.6
49488,3.2,3.6,2.29
49489,2.39,3.5,3.1
49490,1.9,3.79,4.2
49491,2.62,3.6,2.75
49492,1.5,4.5,7.5
49493,3.75,3.79,2
49494,2.89,3.39,2.6
49495,2.1,3.6,3.75
49496,2.35,3.5,3.2
49497,2.45,3.29,3.2
49498,2.5,3.39,3
49499,1.75,3.75,5.25
49500,2.2,3.5,3.5
49501,2.87,3.39,2.6
49502,1.8,3.75,5
49503,4,3.6,2
49504,3,3.1,2.7
49505,4,3.75,1.95
49506,2,3.5,4.09
49507,2.54,3.29,3
49508,1.95,3.7,4.2
49509,2.89,3.39,2.6
49510,2.39,3.39,3.2
49511,2.89,3.39,2.6
49512,4.2,3.6,1.95
49513,1.61,4.5,5.5
49514,1.75,3.75,5.25
49515,2.6,3.25,3
49516,1.75,3.75,5.25
49517,2.6,3.39,2.87
49518,3.5,3.7,2.14
49519,2.5,3.29,3.1
49520,2.29,3.6,3.2
49521,2.7,3.39,2.75
49522,2.45,3.5,3
49523,2.04,3.5,4
49524,2.95,3.39,2.54
49525,1.9,3.79,4.2
49526,6.25,4.33,1.57
49527,2.39,3.5,3.1
49528,1.55,4.33,6.5
49529,1.95,3.5,4.33
49530,1.8,3.79,4.75
49531,2.25,3.5,3.39
49532,1.85,3.79,4.5
49533,2.25,3.5,3.39
49534,2.39,3.5,3.1
49535,3.5,3.39,2.25
49536,1.9,3.7,4.33
49537,1.8,3.79,4.75
49538,4.75,3.6,1.85
49539,2.37,3.5,3.1
49540,2.14,3.39,3.75
49541,3.25,3.6,2.25
49542,3.75,3.39,2.14
49543,2.2,3.39,3.6
49544,2.14,3.5,3.6
49545,1.72,4,5
49546,1.66,4,5.75
49547,5.75,4.33,1.61
49548,2.7,3.75,2.6
49549,3,3.6,2.39
49550,2.2,3.6,3.39
49551,2.1,3.6,3.75
49552,2.1,3.5,3.75
49553,1.53,4.5,6.5
49554,1.72,4,5
49555,2.54,3.5,2.87
49556,2.29,3.5,3.25
49557,2.2,3.6,3.39
49558,3,3.39,2.5
49559,3.1,3.5,2.37
49560,3.2,3.29,2.45
49561,1.7,4.2,5
49562,2.5,3.39,3
49563,2.04,3.6,3.79
49564,3,3.39,2.5
49565,3.89,3.6,2.04
49566,4,3.75,1.95
49567,2.14,3.6,3.5
49568,3.29,3.6,2.25
49569,1.85,3.79,4.5
49570,2.29,3.5,3.25
49571,2.79,3.5,2.62
49572,2.89,3.29,2.62
49573,1.7,4.09,5.25
49574,1.8,3.75,5
49575,2.04,3.6,3.79
49576,2.04,3.5,4
49577,1.8,3.79,4.75
49578,3.6,3.5,2.14
49579,2.87,3.5,2.54
49580,2.6,3.5,2.79
49581,1.8,4.2,4.33
49582,3.6,3.7,2.1
49583,2.04,3.5,4
49584,2.1,3.5,3.75
49585,3.6,3.39,2.2
49586,1.95,3.79,4
49587,4,3.75,1.95
49588,3.2,3.6,2.29
49589,1.9,3.75,4.33
49590,2.29,3.39,3.39
49591,2.04,3.6,3.79
49592,3,3.7,2.35
49593,1.95,3.79,4
49594,2.2,3.7,3.29
49595,2.79,3.5,2.62
49596,1.75,3.79,5.25
49597,2,3.79,3.75
49598,2.35,3.5,3.2
49599,2.39,3.5,3.1
49600,2.62,3.29,2.95
49601,2.04,3.6,3.79
49602,2.87,3.39,2.6
49603,1.9,3.75,4.2
49604,1.8,4,4.5
49605,2.54,3.5,2.87
49606,2.75,3.39,2.75
49607,1.8,3.79,4.75
49608,5.25,3.75,1.75
49609,3.2,3.6,2.29
49610,2.1,3.79,3.5
49611,3,3.39,2.5
49612,2.45,3.39,3.1
49613,1.95,3.6,4.2
49614,3.1,3.6,2.35
49615,3.1,3.5,2.38
49616,1.7,4,5.5
49617,2.9,3.6,2.5
49618,2,3.8,3.8
49619,1.5,4.75,7
49620,2.1,3.6,3.75
49621,3.5,3.5,2.2
49622,3.1,3.6,2.35
49623,3.1,3.5,2.4
49624,2.1,3.6,3.7
49625,2.6,3.5,2.8
49626,2.8,3.4,2.7
49627,3.3,3.5,2.3
49628,2.25,3.5,3.4
49629,2.4,3.6,3
49630,3.6,3.5,2.15
49631,2.25,3.6,3.25
49632,1.95,3.5,4.33
49633,1.67,4.2,5.25
49634,2,3.6,4
49635,2.05,3.75,3.75
49636,3,3.4,2.5
49637,2.15,3.7,3.4
49638,2.63,3.4,2.88
49639,3.1,3.6,2.38
49640,3,3.4,2.5
49641,2.5,3.75,2.8
49642,2.3,3.6,3.2
49643,3.1,3.5,2.4
49644,3.1,3.5,2.38
49645,1.62,4.2,6
49646,2.8,3.7,2.5
49647,1.8,3.9,4.6
49648,1.5,4.6,7
49649,2.45,3.3,3.2
49650,3.5,3.5,2.2
49651,3.3,3.3,2.2
49652,1.65,3.75,5.5
49653,3,3.3,2.35
49654,1.65,3.75,5.25
49655,3.6,3.5,2
49656,1.8,3.5,4.5
49657,2,3.25,3.9
49658,2.35,3.3,3
49659,1.95,3.4,4
49660,2.6,3.4,2.6
49661,3.3,3.3,2.2
49662,2.05,3.3,3.6
49663,1.85,3.75,4.5
49664,2.2,3.7,3.3
49665,2.88,3.4,2.6
49666,2.25,3.5,3.4
49667,2.88,3.5,2.55
49668,2.3,3.5,3.25
49669,2.45,3.5,3
49670,1.91,3.6,4.4
49671,4.5,4,1.8
49672,3.4,3.4,2.3
49673,2.88,3.2,2.75
49674,1.83,3.8,4.6
49675,2.2,3.9,3.2
49676,1.85,3.8,4.5
49677,3.2,3.5,2.35
49678,2.2,3.5,3.5
49679,2.7,3.6,2.63
49680,1.53,4.33,7
49681,1.91,3.6,4.5
49682,2.15,3.5,3.6
49683,2.9,3.4,2.6
49684,1.85,3.8,4.5
49685,2.8,3.4,2.7
49686,2.95,3.5,2.5
49687,2.8,3.3,2.75
49688,2.45,3.5,3
49689,2.38,3.5,3.1
49690,3.4,3.6,2.2
49691,3.2,3.6,2.3
49692,1.95,3.7,4.1
49693,2,3.6,4
49694,3.7,3.75,2.05
49695,2.3,3.5,3.25
49696,2.4,3.6,3
49697,3.1,3.5,2.4
49698,2.6,3.3,3
49699,2.5,3.5,2.95
49700,1.85,3.75,4.5
49701,1.95,3.75,4
49702,2,3.6,4
49703,2.45,3.4,3.1
49704,3.7,3.6,2.1
49705,1.57,4.2,6.5
49706,2,3.6,4
49707,2.1,3.6,3.7
49708,2.1,3.7,3.6
49709,1.91,3.75,4.2
49710,2.1,3.6,3.7
49711,2.2,3.6,3.4
49712,2.3,3.5,3.25
49713,2.1,3.75,3.6
49714,1.73,4,5
49715,2.38,3.5,3.1
49716,3,3.6,2.4
49717,1.67,4.1,5.5
49718,2.5,3.6,2.88
49719,1.65,4,6
49720,2.8,3.5,2.6
49721,2.8,3.5,2.6
49722,1.6,4,6.5
49723,2.1,3.5,3.8
49724,3.2,3.6,2.3
49725,2.6,3.5,2.8
49726,3.4,3.5,2.25
49727,2.5,3.4,3
49728,2.38,3.4,3.2
49729,2.63,3.4,2.88
49730,2.7,3.5,2.7
49731,3.4,3.6,2.2
49732,2.75,3.4,2.7
49733,2.05,3.6,3.8
49734,1.91,3.6,4.5
49735,2.6,3.4,2.9
49736,1.83,3.9,4.5
49737,2.8,3.5,2.6
49738,2.55,3.5,2.9
49739,2.9,3.3,2.63
49740,2.15,3.6,3.5
49741,2.4,3.4,3.2
49742,2.3,3.5,3.25
49743,2.45,3.5,3
49744,1.85,3.9,4.33
49745,3.8,3.6,2.05
49746,2.5,3.4,3
49747,2.9,3.3,2.63
49748,2.05,3.5,4
49749,2.5,3.4,3
49750,1.95,3.5,4.33
49751,3.3,3.5,2.3
49752,2.75,3.4,2.75
49753,2.3,3.4,3.4
49754,2.05,3.5,4
49755,1.7,4,5.25
49756,3,3.4,2.5
49757,2.3,3.5,3.3
49758,2.2,3.5,3.5
49759,3.4,3.4,2.3
49760,2.2,3.5,3.5
49761,2.05,3.5,4
49762,2.4,3.5,3.1
49763,2.38,3.4,3.2
49764,2.88,3.3,2.7
49765,1.62,4.5,5.5
49766,1.8,3.75,5
49767,2.1,3.6,3.75
49768,2.5,3.4,3
49769,2.6,3.4,2.88
49770,3.4,3.6,2.2
49771,2.2,3.5,3.5
49772,2.5,3.4,3
49773,2.15,3.5,3.6
49774,2.2,3.5,3.5
49775,3.1,3.6,2.38
49776,3.25,3.4,2.38
49777,2.2,3.4,3.6
49778,2.15,3.6,3.6
49779,1.65,4.1,5.75
49780,3,3.4,2.5
49781,2.15,3.4,3.7
49782,2.4,3.5,3.1
49783,2.8,3.4,2.7
49784,2.4,3.3,3.3
49785,2.6,3.4,2.9
49786,1.8,3.75,5
49787,3.75,3.5,2.1
49788,2.04,3.5,3.9
49789,3.2,3.4,2.37
49790,2,3.5,4.2
49791,2.14,3.5,3.6
49792,2.4,3.4,2.8
49793,2.45,3.5,3
49794,2.14,3.4,3.75
49795,2,3.5,4.1
49796,2.87,3.5,2.54
49797,2.35,3.4,3.25
49798,2.04,3.4,4.1
49799,2.4,3.5,3.1
49800,1.75,3.75,5.25
49801,4.2,3.5,2
49802,2.37,3.4,3.2
49803,2.7,3.4,2.8
49804,2.54,3.5,2.9
49805,2.1,3.8,3.5
49806,2.7,3.5,2.7
49807,3.2,3.4,2.37
49808,2.04,3.5,3.9
49809,2.2,3.4,3.6
49810,1.95,3.4,4.5
49811,1.8,3.75,5
49812,2.04,3.5,4
49813,1.64,3.9,6
49814,2.3,3.5,3.25
49815,4.2,3.8,1.9
49816,1.61,4.2,6
49817,2.7,3.25,2.87
49818,2.7,3.4,2.8
49819,2.1,3.5,3.75
49820,2.4,3.3,3.25
49821,2.6,3.3,3
49822,1.85,3.8,4.5
49823,2.54,3.3,3
49824,1.85,3.75,4.5
49825,3.5,3.3,2.3
49826,2.5,3.4,3
49827,2,3.6,4
49828,4,3.5,2.04
49829,1.85,3.6,4.75
49830,2,3.6,4
49831,2,3.6,4
49832,2.3,3.4,3.4
49833,2.37,3.3,3.3
49834,2,3.5,4.2
49835,2.5,3.4,3
49836,2.14,3.4,3.75
49837,3,3.6,2.4
49838,2.9,3.3,2.4
49839,1.95,3.6,4.33
49840,2.04,3.5,4
49841,2.54,3.3,3
49842,1.95,3.75,4
49843,2.62,3.4,2.87
49844,1.9,3.8,4.2
49845,2.1,3.5,3.8
49846,2.1,3.6,3.75
49847,2.8,3.5,2.6
49848,2.37,3.4,3.25
49849,2.04,3.5,4
49850,1.95,3.6,4.2
49851,3,3.3,2.6
49852,3.75,3.6,2.1
49853,1.85,3.8,4.5
49854,2.1,3.5,3.75
49855,2.37,3.3,3.3
49856,2.45,3.4,3.1
49857,3.1,3.3,2.5
49858,3,3.7,2.4
49859,1.8,3.8,4.75
49860,2,3.6,4
49861,2.2,3.6,3.4
49862,1.95,3.75,4
49863,1.66,4,5.75
49864,3,3.4,2.5
49865,1.72,4,5
49866,2.3,3.5,3.25
49867,2.1,3.5,3.75
49868,2.7,3.4,2.8
49869,1.8,3.75,5
49870,4,3.6,2
49871,2.25,3.5,3.4
49872,2.87,3.4,2.62
49873,2.5,3.4,3
49874,2.1,3.5,3.8
49875,2.14,3.5,3.6
49876,2.8,3.4,2.7
49877,2.25,3.4,3.5
49878,2.87,3.25,2.7
49879,2.2,3.5,3.5
49880,3,3.4,2.5
49881,2.04,3.6,3.8
49882,1.95,3.75,4
49883,2,3.6,4
49884,2.9,3.4,2.6
49885,2.5,3.4,3
49886,1.9,4,4
49887,2.87,3.4,2.6
49888,3.4,3.5,2.25
49889,1.83,3.75,4.75
49890,2.2,3.4,3.6
49891,1.75,3.9,5
49892,3.8,3.6,2.04
49893,2.04,3.6,3.8
49894,2.14,3.5,3.6
49895,3.8,3.5,2.1
49896,2.62,3.4,2.87
49897,1.72,3.9,5.25
49898,2.54,3.3,3
49899,2.45,3.5,3
49900,2.14,3.4,3.8
49901,3,3.3,2.54
49902,1.57,4.33,6.5
49903,3,3.6,2.4
49904,1.66,4,5.75
49905,2.9,3.6,2.5
49906,2.04,3.6,3.8
49907,3.2,3.4,2.4
49908,2.45,3.5,3
49909,3,3.5,2.45
49910,2.75,3.4,2.7
49911,2,3.5,4.2
49912,2.25,3.25,3.6
49913,2,3.75,3.8
49914,2.87,3.6,2.5
49915,2,3.6,4
49916,1.9,3.75,4.33
49917,1.72,4,5
49918,3.1,3.5,2.4
49919,2.14,3.75,3.4
49920,2.9,3.3,2.62
49921,3.25,3.5,2.3
49922,2.45,3.4,3.1
49923,4.33,3.7,1.9
49924,2.5,3.6,2.87
49925,2.5,3.6,2.87
49926,2.25,3.4,3.5
49927,4.5,4,1.8
49928,2.04,3.6,3.8
49929,2,3.5,4.2
49930,2.2,3.5,3.5
49931,2.04,3.6,3.9
49932,2.3,3.5,3.25
49933,2.54,3.5,2.87
49934,2.9,3.4,2.6
49935,1.83,3.75,4.75
49936,1.72,4,5
49937,1.53,4.33,7
49938,2.87,3.4,2.62
49939,1.8,3.75,5
49940,2.5,3.4,3
49941,4.33,3.75,1.9
49942,1.9,3.8,4.2
49943,4.2,4,1.85
49944,1.9,4,4
49945,6.5,4.2,1.57
49946,2.75,3.4,2.75
49947,1.9,3.75,4.33
49948,2.5,3.6,2.9
49949,2.7,3.25,2.87
