fixture_id,B365H,B365D,B365A
11578,2,3.6,4
11579,1.18,8,19
11580,3.29,3.6,2.25
11581,2.62,3.6,2.7
11582,1.25,7,12
11583,2.62,3.2,3
11584,1.9,3.5,4.75
11585,2.62,3.25,3
11586,2.54,3.25,3.1
11587,4.5,3.75,1.85
11588,1.28,6,12
11589,1.57,4.5,6
11590,1.89,3.79,4.2
11591,2.5,3.39,3
11592,1.85,3.5,5
11593,1.95,3.6,4.2
11594,11,5.5,1.33
11595,2.39,3.2,3.39
11596,2.37,3.2,3.39
11597,4.2,3.75,1.9
11598,2.29,3.29,3.1
11599,1.28,5.5,10
11600,9,5,1.33
11601,2.7,3.2,2.62
11602,1.25,6,10
11603,1.75,3.39,5
11604,2.29,3.29,3.1
11605,2.5,3,3.1
11606,2.7,3.25,2.6
11607,7,4.33,1.44
11608,1.19,8,15
11609,1.83,3.6,5
11610,3,3.1,2.7
11611,2.5,3.29,3.1
11612,15,6.5,1.25
11613,6.5,4.5,1.55
11614,1.44,5,7.5
11615,1.3,5.75,12
11616,2.2,3.2,3.89
11617,2.54,3.1,3.2
11618,2.79,3.2,2.79
11619,3,3.25,2.6
11620,2.29,3.2,3.6
11621,2.75,3.39,2.75
11622,7,4,1.57
11623,1.61,4.2,6
11624,4.2,3.79,1.9
11625,1.22,7,15
11626,1.85,3.75,4.5
11627,1.75,3.75,5.25
11628,2.6,3.25,3
11629,1.19,7.5,17
11630,2.14,3.29,3.89
11631,2.5,3.1,3.29
11632,4.5,4,1.72
11633,2.29,3.25,3.5
11634,7.5,4.5,1.5
11635,2.25,3.39,3.5
11636,2.1,3.5,3.79
11637,2.14,3.25,4
11638,2.89,3.1,2.79
11639,1.22,7.5,13
11640,1.95,3.29,4.75
11641,1.72,3.89,5.25
11642,1.36,4.75,8
11643,4.2,3.79,1.8
11644,5.5,3.75,1.61
11645,3.25,3.2,2.25
11646,1.19,6.5,13
11647,2.25,3.25,3.2
11648,2.2,3.2,3.39
11649,2.37,3,3.25
11650,2.5,3.29,2.79
11651,2,3.6,3.5
11652,6.25,4,1.61
11653,2.1,3.75,3.6
11654,2.04,3.39,4.2
11655,1.3,5.75,12
11656,1.9,3.7,4.33
11657,2.35,3,3.7
11658,1.8,3.6,5.25
11659,1.16,8.5,19
11660,2.54,3.2,3.1
11661,13,6,1.28
11662,1.14,10,21
11663,2.25,3.5,3.39
11664,2.35,3.29,3.39
11665,1.28,6.5,11
11666,3,3.2,2.62
11667,2.2,3.2,3.89
11668,1.75,3.5,6
11669,12,5.75,1.3
11670,7,4.59,1.5
11671,3.1,3.25,2.54
11672,12,5.75,1.3
11673,5.75,4.09,1.64
11674,1.12,10,26
11675,1.5,4.75,7
11676,7.5,3.89,1.57
11677,2.14,3.2,4
11678,1.85,3.89,4.33
11679,2.04,3.39,4.09
11680,2,3.6,4
11681,6.5,3.89,1.61
11682,1.22,7,15
11683,3.1,3.75,2.29
11684,4.75,4.2,1.75
11685,1.28,6,13
11686,1.3,5.75,12
11687,2,3.29,4.5
11688,2.62,3.1,3.1
11689,1.95,3.39,4.5
11690,2.5,3.39,3
11691,2.14,3,4.33
11692,1.25,6,10
11693,2.6,3.39,2.6
11694,1.12,8.5,19
11695,1.9,3.39,4
11696,12,4.75,1.3
11697,1.9,3.39,4.09
11698,5.5,3.5,1.8
11699,7.5,4.5,1.5
11700,1.66,3.79,6
11701,2.29,3.29,3.5
11702,2.37,3.2,3.39
11703,5,4,1.72
11704,11,6.5,1.28
11705,1.36,5.5,9
11706,2.37,3.29,3.29
11707,1.16,8.5,19
11708,2.37,3.1,3.5
11709,1.3,6,11
11710,2.14,3.2,4
11711,1.66,3.79,6
11712,4.5,4,1.8
11713,13,6.75,1.25
11714,1.16,9,19
11715,2.79,3.29,2.75
11716,1.19,7.5,17
11717,2.5,3.2,3.2
11718,1.25,6.5,15
11719,2.54,3.5,2.87
11720,2.54,3.2,3.1
11721,1.36,5.25,10
11722,4.5,3.6,1.9
11723,7,4.2,1.55
11724,2.62,3.2,3
11725,1.12,11,23
11726,1.61,3.89,6.5
11727,2.29,3.25,3.5
11728,3.29,3.2,2.45
11729,2.1,3.39,3.89
11730,6,3.89,1.66
11731,2.54,3.6,2.79
11732,1.72,3.75,5.5
11733,6.5,4.5,1.53
11734,6.5,4,1.6
11735,1.55,4.59,6
11736,2.29,3.29,3.5
11737,1.25,6.5,14
11738,2.62,3,3.2
11739,1.39,5,9
11740,1.8,3.75,5
11741,1.89,3.6,4.5
11742,1.22,7,15
11743,1.28,6,12
11744,1.25,6.5,15
11745,5.25,4.2,1.66
11746,2.39,3.29,3.25
11747,2.1,3.39,3.89
11748,15,6.5,1.25
11749,2.29,3.5,3.25
11750,9,4.5,1.44
11751,2.29,3.2,3.6
11752,3.39,3.5,2.25
11753,1.3,6,11
11754,4,3.75,1.95
11755,2.62,3.29,2.89
11756,2.6,3.25,3
11757,2.04,3.5,4
11758,2.7,3.1,3
11759,2.7,3.1,3
11760,1.28,6.5,11
11761,7.5,4.5,1.5
11762,1.08,11,21
11763,2.89,3.25,2.39
11764,2.5,3.39,3
11765,7.5,4.5,1.5
11766,1.72,3.79,5.5
11767,1.83,3.6,5
11768,1.95,3.39,4.5
11769,5,4,1.72
11770,2.5,3.2,3.2
11771,1.25,6.5,15
11772,2.37,3.29,3.29
11773,1.19,8,15
11774,6.5,4.5,1.55
11775,1.19,7.5,17
11776,2,3.39,4.33
11777,1.18,8,17
11778,5.25,3.89,1.72
11779,2.37,3.1,3.5
11780,2.7,3.1,3
11781,5,3.89,1.75
11782,17,8,1.18
11783,6.5,4.5,1.53
11784,1.9,3.39,4.75
11785,2.14,3.6,3.5
11786,2.04,3.5,4
11787,1.19,7,19
11788,2.2,3.5,3.5
11789,2.79,3.25,2.79
11790,1.25,6,16
11791,2.7,3.39,2.75
11792,2.39,3.2,3.39
11793,2.1,3.5,3.75
11794,1.28,5.75,13
11795,1.83,3.5,5.25
11796,2.14,3.2,4
11797,2.39,3.25,3.29
11798,9.5,5.75,1.33
11799,1.39,5,9
11800,6.5,4,1.61
11801,2.5,3.6,2.89
11802,2.5,3.2,3.2
11803,2.2,3.39,3.6
11804,1.39,5.5,7.5
11805,1.28,6,12
11806,5.25,4.33,1.66
11807,2.79,3,3
11808,2,3.5,4.2
11809,1.66,3.75,6.5
11810,2.39,3.2,3.39
11811,2.7,3.29,2.87
11812,2.89,3.2,2.7
11813,2.14,3.39,3.75
11814,3.29,3.2,2.45
11815,6,4.2,1.61
11816,1.25,7,12
11817,2.39,3.29,3.29
11818,1.25,6.75,13
11819,2.04,3.6,3.79
11820,11,6.5,1.28
11821,2.14,3.39,3.79
11822,2.25,3.5,3.39
11823,3.79,3.6,2.04
11824,1.85,3.39,5.25
11825,11,5,1.36
11826,1.11,12,26
11827,2,3.5,4.2
11828,2.14,3.5,3.6
11829,2.79,3.25,2.75
11830,1.36,5.25,10
11831,1.83,3.5,5.25
11832,2.05,3.4,4.2
11833,1.91,3.6,4.5
11834,3.25,3.3,2.4
11835,5.25,4.33,1.65
11836,2.75,3.25,2.8
11837,9,5,1.4
11838,1.14,9.5,21
11839,2.2,3.25,3.75
11840,1.2,8,15
11841,2.8,3.25,2.8
11842,5,3.8,1.67
11843,1.67,3.6,5.75
11844,1.2,6.5,13
11845,2.75,3.3,2.5
11846,2.8,3.25,2.5
11847,1.17,7,15
11848,2.88,3.2,2.45
11849,2.15,3.2,3.5
11850,1.8,3.5,4.5
11851,8.5,4.75,1.36
11852,1.33,5.5,11
11853,2.8,3.1,2.9
11854,4.1,3.9,1.91
11855,2.15,3.25,3.9
11856,1.65,4,5.75
11857,1.14,10,21
11858,5.5,3.8,1.73
11859,6,4.1,1.62
11860,2.4,3.3,3.25
11861,6,4.33,1.6
11862,1.36,5.25,10
11863,1.8,4,4.5
11864,1.22,7,15
11865,3.5,3.4,2.25
11866,1.29,6,13
11867,2.38,3.25,3.4
11868,9,6,1.33
11869,2.38,3.25,3.4
11870,3,3.3,2.6
11871,2.15,3.4,3.8
11872,1.95,3.5,4.5
11873,2.4,3.25,3.3
11874,2.3,3.25,3.5
11875,7.5,4.5,1.5
11876,1.36,5.5,9
11877,2.7,3.1,3
11878,3.8,3.5,2.1
11879,4.75,3.9,1.8
11880,1.65,4,6
11881,1.85,4,4.2
11882,2.15,3.7,3.5
11883,1.25,6.5,15
11884,1.45,4.5,8.5
11885,2.4,3.1,3.5
11886,1.33,5.5,11
11887,1.95,3.5,4.33
11888,3.9,3.4,2.1
11889,2.3,3.4,3.4
11890,1.91,3.4,4
11891,11,6,1.3
11892,1.33,5.75,10
11893,2.1,3.6,3.75
11894,2.5,3.25,3.2
11895,4.5,3.8,1.85
11896,2,3.6,4
11897,2.63,3.2,3
11898,1.73,3.8,5.5
11899,1.36,5.25,9.5
11900,1.75,3.8,5.25
11901,11,5,1.36
11902,1.3,5.75,12
11903,5.5,4,1.7
11904,11,5.5,1.33
11905,1.25,6.5,15
11906,1.83,3.6,5
11907,1.7,3.8,5.75
11908,1.62,4,6.5
11909,2.4,3.3,3.3
11910,6,4.2,1.62
11911,1.53,4.5,6.5
11912,5,3.89,1.75
11913,1.89,3.6,4.5
11914,1.8,4.2,4.33
11915,2.7,3.5,2.7
11916,1.33,5.5,11
11917,1.75,3.89,5
11918,4,3.6,2
11919,2.14,3.75,3.39
11920,2.45,3.6,3
11921,1.53,4.2,7.5
11922,2.75,3.6,2.62
11923,6,4.5,1.57
11924,1.95,3.5,4.33
11925,1.9,3.6,4.5
11926,4,3.75,1.95
11927,2.5,3.39,3
11928,3.25,3.75,2.2
11929,1.85,3.79,4.5
11930,2.64,3.5,2.75
11931,2.7,3.39,2.75
11932,1.9,3.7,4.33
11933,2.29,3.75,3.1
11934,1.36,5.25,9.5
11935,1.18,8.5,17
11936,2.89,3.29,2.62
11937,2.7,3.5,2.7
11938,1.5,4.2,8
11939,3.1,3.2,2.54
11940,4.2,3.6,1.95
11941,1.64,4.33,5.25
11942,2.29,3.7,3.1
11943,2.7,3.2,2.89
11944,5.5,3.89,1.7
11945,2.62,3.39,2.79
11946,1.72,3.89,5.25
11947,2.29,3.39,3.39
11948,1.85,3.75,4.5
11949,3.29,3.6,2.25
11950,1.36,5,11
11951,1.75,4.2,4.75
11952,1.95,3.5,4.5
11953,5.5,3.7,1.75
11954,1.75,4,5
11955,1.95,3.39,4.5
11956,3.1,3.39,2.45
11957,1.9,3.6,4.5
11958,2.89,3.39,2.6
11959,2.37,3.5,3.1
11960,2.25,3.29,3.6
11961,1.44,4.75,8
11962,1.61,4,6.5
11963,4.2,3.5,2
11964,2.29,3.39,3.39
11965,2.04,3.5,4
11966,4.33,3.39,2
11967,1.33,5.75,10
11968,2.79,3.29,2.75
11969,3.29,3.6,2.25
11970,1.75,3.79,5.25
11971,1.9,3.79,4.2
11972,2.29,3.39,3.39
11973,2.79,3.5,2.62
11974,1.8,3.6,5.25
11975,1.53,4.5,6.5
11976,1.57,4,7
11977,2.1,3.7,3.6
11978,2.04,3.5,4
11979,1.61,3.79,7
11980,2.1,3.29,4
11981,3.79,3.39,2.14
11982,4.33,3.89,1.85
11983,3,3.25,2.6
11984,3.1,3.29,2.5
11985,3,3.1,2.7
11986,2.7,3.29,2.87
11987,1.57,4.33,6.5
11988,1.5,4.75,7
11989,1.57,4.2,6.5
11990,2.54,3.29,3
11991,2.29,3.75,3.1
11992,5,3.75,1.8
11993,3.39,3.39,2.29
11994,2.5,3.39,3
11995,2.5,3.39,3
11996,2.29,3.5,3.29
11997,2.7,3.39,2.79
11998,2.1,3.29,4
11999,1.5,4.33,8
12000,3,3.2,2.62
12001,2.5,3.39,3
12002,3.2,3.39,2.39
12003,2.1,3.6,3.75
12004,1.39,4.75,10
12005,1.9,3.6,4.5
12006,3.39,3.6,2.2
12007,3.1,3.1,2.6
12008,1.9,3.39,4.75
12009,5,3.5,1.85
12010,3,3.39,2.5
12011,2.5,3.39,3
12012,1.72,3.79,5.5
12013,2.1,3.5,3.79
12014,1.85,3.6,4.75
12015,1.85,3.6,4.75
12016,3.6,3.39,2.2
12017,1.25,6.5,15
12018,3,3.39,2.5
12019,1.57,4.5,6
12020,1.6,4,6.5
12021,2.79,3.29,2.75
12022,2.37,3.5,3.1
12023,2.79,3.25,2.79
12024,1.5,4.33,8
12025,1.39,4.75,10
12026,3.1,3.29,2.5
12027,3.1,3.2,2.54
12028,4.5,3.6,1.9
12029,1.61,4,6.5
12030,2.6,3.39,2.87
12031,2.89,3.29,2.62
12032,1.57,4,7
12033,2.7,3.39,2.79
12034,3,3.39,2.5
12035,1.9,3.6,4.5
12036,2.6,3.29,3
12037,2.04,3.5,4
12038,4,3.5,2.04
12039,1.85,3.5,5
12040,4.2,3.29,2.04
12041,4.59,3.89,1.8
12042,1.6,4,6.5
12043,1.9,3.7,4.33
12044,2.35,3.29,3.39
12045,1.85,3.5,5
12046,2.29,3.29,3.5
12047,2.89,3.39,2.6
12048,2.45,3.25,3.25
12049,4,3.39,2.1
12050,3.6,3.25,2.29
12051,1.75,3.75,5.25
12052,2.62,3.39,2.87
12053,1.64,3.75,6.5
12054,2,3.29,4.5
12055,1.9,3.39,4.75
12056,3.29,3.29,2.37
12057,1.95,3.5,4.33
12058,2.04,3.5,4
12059,2.87,3.39,2.6
12060,2.29,3.29,3.5
12061,4,3.39,2.1
12062,2.87,3.6,2.5
12063,1.61,4,6.5
12064,1.75,3.6,5.75
12065,2.04,3.5,4
12066,3.39,3.29,2.35
12067,3.2,3.2,2.5
12068,4.09,3.39,2.04
12069,2.89,3.2,2.7
12070,2.79,3.5,2.62
12071,1.83,3.6,5
12072,3.89,3.29,2.14
12073,1.6,3.89,7
12074,2.6,3.1,3.1
12075,2,3.29,4.5
12076,1.9,3.39,4.75
12077,1.66,3.79,6
12078,1.8,3.5,5.5
12079,2,3.29,4.5
12080,2.29,3.29,3.5
12081,1.95,3.5,4.5
12082,2.6,3.25,3
12083,1.7,3.75,6
12084,2.79,3.1,2.87
12085,3.2,3.25,2.5
12086,2.6,3.2,3.1
12087,2.14,3.5,3.6
12088,3.89,3.29,2.14
12089,1.95,3.5,4.33
12090,3.39,3.5,2.25
12091,1.57,4,7
12092,3.39,3.25,2.35
12093,1.64,3.5,5.75
12094,4,3.5,1.9
12095,2.04,3.39,3.5
12096,1.64,3.6,5.5
12097,2.04,3.25,3.75
12098,1.8,3.39,4.75
12099,1.55,3.6,7
12100,2.39,3.39,2.79
12101,1.39,4.33,8.5
12102,1.75,3.39,5
12103,2.37,3.25,3
12104,2.7,3.29,2.87
12105,1.72,3.79,5.5
12106,1.39,4.75,10
12107,2.25,3.5,3.39
12108,1.64,4.2,5.5
12109,2.87,3.25,2.7
12110,2.79,3.25,2.75
12111,2.1,3.39,4
12112,2.14,3.39,3.75
12113,2.7,3.25,2.87
12114,2.25,3.25,3.6
12115,2.5,3.29,3.1
12116,3.75,3.39,2.14
12117,2.14,3.25,3.89
12118,2.89,3.2,2.7
12119,2.25,3.39,3.5
12120,1.66,3.79,6
12121,2.62,3.29,2.89
12122,2.75,3.25,2.79
12123,2.5,3.1,3.29
12124,3.75,3.75,2.04
12125,1.95,3.75,4
12126,1.9,3.6,4.5
12127,5.5,3.75,1.72
12128,3.2,3.25,2.45
12129,1.57,4,7
12130,2.37,3.29,3.29
12131,1.44,5,7.5
12132,2.25,3.25,3.6
12133,2.75,3.29,2.79
12134,1.75,3.6,5.75
12135,3.29,3.29,2.37
12136,3.39,3.5,2.25
12137,3.29,3.29,2.37
12138,1.44,5,7.5
12139,2,3.5,4.09
12140,3.1,3.29,2.5
12141,6,3.79,1.66
12142,3.6,3.2,2.29
12143,1.6,4.33,6
12144,2.29,3.39,3.39
12145,2.87,3.2,2.75
12146,2.1,3.5,3.75
12147,3.2,3.2,2.5
12148,2.14,3.5,3.6
12149,2.62,3.29,2.89
12150,1.7,3.75,5.75
12151,1.8,3.6,5.25
12152,1.9,3.5,4
12153,1.57,4,5.5
12154,1.61,4,5
12155,2.14,3.39,3.75
12156,2.89,3.39,2.6
12157,2.25,3.25,3.7
12158,1.95,3.5,4.33
12159,2.14,3.5,3.6
12160,2.5,3.29,3.1
12161,2.89,3.29,2.62
12162,1.66,4,5.75
12163,2.25,3.39,3.5
12164,3,3.39,2.5
12165,2.79,3.39,2.7
12166,3.5,3.29,2.29
12167,1.85,4,4.2
12168,4,3.39,2.1
12169,2.75,3.6,2.6
12170,3.39,3.39,2.29
12171,2,3.39,4.33
12172,2.04,3.6,3.79
12173,1.57,4.2,6.5
12174,2.1,3.39,3.89
12175,2,3.6,4
12176,2.37,3.5,3.1
12177,3.39,3.5,2.25
12178,3.2,3.39,2.39
12179,1.9,3.6,4.5
12180,3.89,3.39,2.1
12181,2.29,3.5,3.29
12182,2.79,3.5,2.6
12183,2.29,3.5,3.29
12184,1.5,4.5,7.5
12185,2.45,3.5,3
12186,1.75,3.79,5.25
12187,4.33,3.5,1.95
12188,2.14,3.39,3.79
12189,3.89,3.39,2.1
12190,1.9,3.5,4.75
12191,1.64,4.2,5.5
12192,1.95,3.6,4.2
12193,1.9,3.6,4.5
12194,2.89,3.39,2.6
12195,1.66,3.89,6
12196,2.7,3.2,2.89
12197,2,3.39,4.33
12198,1.36,5,11
12199,2.29,3.75,3.1
12200,1.75,3.75,5.25
12201,2.54,3.25,3.1
12202,2,3.39,4.33
12203,1.61,4.5,5.5
12204,1.9,3.79,4.2
12205,2.29,3.25,3.5
12206,2.75,3.39,2.75
12207,2.25,3.39,3.5
12208,2.89,3.2,2.7
12209,2.37,3.29,3.29
12210,3.2,3.39,2.37
12211,3.6,3.5,2.14
12212,2.79,3.25,2.5
12213,2.37,3.39,3.25
12214,1.8,3.7,5
12215,3.5,3.39,2.25
12216,4,3.5,2.04
12217,1.7,3.79,5.75
12218,3.1,3.7,2.29
12219,1.72,3.79,5.5
12220,1.85,3.79,4.5
12221,2.75,3.39,2.7
12222,1.36,5,11
12223,2.2,3.6,3.39
12224,4.75,3.6,1.72
12225,2.5,3.39,3
12226,2.5,3.39,3
12227,2.1,3.75,3.5
12228,1.44,4.75,8
12229,2.6,3.39,2.87
12230,3.2,3.39,2.39
12231,1.9,3.6,4.5
12232,1.85,3.79,4.5
12233,2.29,3.39,3.39
12234,2.04,3.5,3.89
12235,2.79,3.25,2.75
12236,2.1,3.6,3.75
12237,1.7,3.79,5.75
12238,3.1,3.5,2.37
12239,2.62,3.5,2.79
12240,1.61,4,6.5
12241,1.64,3.89,6
12242,3,3.29,2.6
12243,1.83,4,4.33
12244,2.79,3.5,2.6
12245,2,3.5,4.2
12246,2.1,3.6,3.7
12247,2.7,3.39,2.79
12248,1.33,5.25,12
12249,2.62,3.5,2.79
12250,3,3.39,2.5
12251,1.7,4,5.25
12252,1.57,4.33,6.5
12253,2.75,3.39,2.7
12254,1.72,3.79,5.5
12255,3.39,3.5,2.25
12256,1.44,4.75,8
12257,1.95,3.75,4
12258,1.85,3.6,4.75
12259,2.2,3.5,3.5
12260,2.54,3.6,2.79
12261,2.14,3.6,3.5
12262,3.2,3.2,2.5
12263,2.2,3.5,3.5
12264,2.54,3.5,2.89
12265,2.25,3.5,3.39
12266,2.04,3.6,3.79
12267,1.75,4,5
12268,2.75,3.29,2.79
12269,4.33,3.5,1.95
12270,2.14,3.5,3.6
12271,2.29,3.39,3.39
12272,4.5,3.6,1.9
12273,2,3.5,4.2
12274,1.66,3.75,6.5
12275,1.9,3.79,4.2
12276,2.1,3.5,3.75
12277,2.39,3.5,3.1
12278,3.75,3.6,2.1
12279,1.85,3.6,4.75
12280,2.75,3.39,2.7
12281,1.61,4,6.25
12282,2.39,3.6,3
12283,1.8,3.79,4.75
12284,2.6,3.39,2.89
12285,1.72,4,5
12286,2.95,3.6,2.45
12287,2.54,3.29,3
12288,2.29,3.39,3.39
12289,2.7,3.39,2.75
12290,1.7,3.79,5.59
12291,2,3.89,3.75
12292,2.79,3.39,2.64
12293,2.45,3.25,3.2
12294,2.79,3.39,2.7
12295,2.75,3.39,2.7
12296,1.95,3.5,4.5
12297,1.72,3.79,5.4
12298,3.29,3.29,2.37
12299,2.1,3.75,3.6
12300,2.87,3.29,2.7
12301,1.8,3.75,5
12302,1.5,4.75,7
12303,2.14,3.39,3.75
12304,2.37,3.7,3
12305,3.39,3.6,2.2
12306,3.29,3.2,2.45
12307,2.62,3.5,2.79
12308,1.8,4,4.5
12309,2.35,3.29,3.39
12310,3.39,3.6,2.2
12311,2.2,3.39,3.6
12312,2.35,3.5,3.2
12313,3.1,3.5,2.37
12314,3.1,3.5,2.39
12315,1.8,4,4.5
12316,2.1,3.75,3.5
12317,2.29,3.39,3.39
12318,2.2,3.5,3.5
12319,1.8,3.79,4.75
12320,2,3.5,4.2
12321,1.8,3.6,5.25
12322,1.83,3.75,4.75
12323,2.15,3.4,3.8
12324,4.33,3.6,1.95
12325,4.33,3.4,2
12326,1.95,3.6,4.2
12327,2.05,3.6,3.9
12328,1.95,3.6,4.33
12329,2,3.75,3.8
12330,1.75,3.75,5.25
12331,2.2,3.5,3.5
12332,3.5,3.4,2.25
12333,1.45,4.75,8
12334,2.3,3.4,3
12335,2.63,3.3,2.6
12336,1.33,4.75,9.5
12337,4.6,3.6,1.75
12338,1.95,3.4,3.8
12339,1.91,3.4,4
12340,3.1,3.25,2.3
12341,1.85,3.6,4
12342,1.62,3.75,5.5
12343,2.6,3.25,2.7
12344,1.8,3.6,4.33
12345,3.25,3.6,2.25
12346,2.9,3.3,2.63
12347,3,3.3,2.55
12348,2.63,3.6,2.7
12349,2.25,3.7,3.2
12350,1.5,4.6,7
12351,4.33,3.5,1.95
12352,2.05,3.5,3.9
12353,2.3,3.5,3.3
12354,2.45,3.25,3.2
12355,1.95,3.6,4.2
12356,2.1,3.4,3.9
12357,3.2,3.6,2.3
12358,2.1,3.3,4.1
12359,1.75,3.7,5.5
12360,3.75,3.75,2.05
12361,1.8,3.75,5
12362,2.38,3.4,3.2
12363,1.62,3.9,6.5
12364,1.95,3.8,4
12365,2.05,3.5,4
12366,1.75,3.75,5.25
12367,2.5,3.4,3
12368,3,3.3,2.6
12369,1.44,4.75,8
12370,3.6,3.6,2.15
12371,2.5,3.4,3
12372,2.1,3.75,3.6
12373,2.5,3.4,3
12374,4.5,3.8,1.85
12375,2.1,3.4,4
12376,2.1,3.5,3.8
12377,2,3.6,4
12378,1.73,3.8,5.5
12379,3,3.3,2.55
12380,3.6,3.3,2.25
12381,2.5,3.5,2.9
12382,1.85,3.8,4.5
12383,3.5,3.3,2.3
12384,2.63,3.2,3
12385,1.7,3.9,5.5
12386,1.4,5.2,8.5
12387,2.8,3.4,2.7
12388,2.38,3.4,3.2
12389,2.05,3.6,3.8
12390,2.1,3.6,3.7
12391,1.85,3.75,4.5
12392,1.85,3.6,4.75
12393,2,3.6,4
12394,4.2,3.3,2.05
12395,2.2,3.5,3.5
12396,1.57,4,7
12397,1.85,3.8,4.5
12398,1.67,3.9,6
12399,1.95,3.6,4.2
12400,2.4,3.6,3
12401,2.2,3.4,3.6
12402,1.8,3.75,5
12403,2.15,3.4,3.8
12404,2.6,3.4,2.88
12405,3.6,3.6,2.15
12406,2.2,3.4,3.6
12407,2.5,3.6,2.88
12408,4,3.4,2.1
12409,1.8,3.7,5
12410,3.6,3.7,2.1
12411,1.8,3.6,5.25
12412,2.7,3.5,2.7
12413,2.75,3.3,2.8
12414,2.3,3.4,3.4
12415,1.75,3.75,5.25
12416,2.25,3.4,3.5
12417,2.4,3.4,3.2
12418,3.6,3.4,2.2
12419,1.95,3.75,4
12420,1.91,3.75,4.2
12421,2.9,3.7,2.45
12422,3.2,3.3,2.45
12423,2.3,3.4,3.4
12424,2.63,3.3,2.9
12425,2.05,3.5,4
12426,1.8,3.75,5
12427,3,3.2,2.63
12428,1.85,3.8,4.5
12429,2.15,3.4,3.7
12430,2.9,3.2,2.7
12431,2.88,3.5,2.55
12432,1.91,3.4,4.75
12433,2.05,3.9,3.5
12434,1.91,3.6,4.5
12435,2,3.4,4.33
12436,2.65,3.25,2.9
12437,2.5,3.6,2.88
12438,1.45,4.5,8.5
12439,2.1,3.4,3.9
12440,1.85,3.75,4.5
12441,1.91,3.5,4.75
12442,2.55,3.3,3
12443,2.55,3.5,2.9
12444,1.85,3.75,4.5
12445,2.7,3.2,2.9
12446,2.4,3.25,3.3
12447,1.67,3.8,6
12448,2.05,3.5,4
12449,2.1,3.4,4
12450,3.75,3.75,2.05
12451,1.83,3.6,5
12452,3,3.4,2.5
12453,2.1,3.4,4
12454,1.83,3.75,4.75
12455,3.1,3.3,2.5
12456,2.05,3.75,3.75
12457,2.5,3.4,3
12458,3,3.2,2.63
12459,2.5,3.4,3
12460,2.2,4,3.1
12461,2.7,3.25,2.88
12462,2,3.6,4
12463,2.7,3.25,2.88
16705,1.36,5,8.5
16706,1.17,8,15
16707,1.2,7.5,12
16708,1.33,5.5,8.5
16709,4,3.6,1.91
16710,2.63,3.5,2.6
16711,1.62,4,5.5
16712,2.6,3.4,2.7
16713,2.05,3.4,3.8
16714,2.1,3.5,3.5
16715,6,4.6,1.5
16716,2.05,3.75,3.5
16717,1.7,3.8,5
16718,3.75,3.7,1.95
16719,2.38,3.5,2.9
16720,3.5,3.4,2.15
16721,1.95,3.6,4
16722,2.63,3.6,2.55
16723,3.3,3.5,2.15
16724,2.38,3.4,3
16725,3.5,3.5,2.1
16726,1.07,13,26
16727,1.5,4.75,5.75
16728,1.73,3.8,4.75
16729,2.6,3.4,2.7
16730,2.38,3.5,2.9
16731,2.55,3.5,2.7
16732,1.57,4,6
16733,2.5,3.3,2.9
16734,8,4.75,1.4
16735,1.29,5.75,10
16736,2.2,3.4,3.3
16737,1.45,4.5,7
16738,3.3,3.3,2.25
16739,2.05,3.5,3.6
16740,2.1,3.5,3.5
16741,3,3.5,2.3
16742,3.4,3.6,2.1
16743,3.5,3.7,2.05
16744,1.18,7,17
16745,1.75,3.6,5
16746,2.2,3.5,3.2
16747,1.4,4.75,8
16748,2.5,3.3,2.9
16749,3,3.4,2.38
16750,5.75,3.8,1.6
16751,2.25,3.4,3.1
16752,4.75,4.2,1.62
16753,2,3.5,3.6
16754,1.44,4.33,7
16755,2.8,3.2,2.55
16756,2.25,3.2,3.3
16757,1.44,4.33,7
16758,2,3.3,3.75
16759,1.5,4,7.5
16760,1.75,3.5,5.25
16761,1.62,4,5.5
16762,2.63,3.2,2.8
16763,2,3.5,3.75
16764,3.5,3.5,2.1
16765,1.91,3.6,4
16766,2.38,3.4,3
16767,2,3.5,3.8
16768,1.83,3.5,4.5
16769,2.7,3.1,2.8
16770,3.4,3.4,2.15
16771,5,3.8,1.7
16772,1.73,3.75,5
16773,6,4.6,1.5
16774,1.29,5.75,10
16775,2.35,3.2,3.2
16776,3,3.5,2.3
16777,1.8,3.75,4.5
16778,2.1,3.3,3.8
16779,2.5,3.3,2.9
16780,1.1,10,26
16781,3.75,3.6,2
16782,2.38,3.2,3.2
16783,1.36,5,9
16784,2.25,3.5,3.2
16785,2.9,3.1,2.6
16786,8,4.75,1.4
16787,2.63,3.5,2.63
16788,2.2,3.2,3.5
16789,2.15,3.6,3.3
16790,2.4,3.3,3
16791,2.38,3.2,3.2
16792,1.5,4,7.5
16793,3.5,3.6,2.05
16794,1.3,5.5,10.5
16795,2.75,3.3,2.6
16796,1.75,3.5,5.25
16797,2.5,3.1,3.1
16798,1.13,9,21
16799,5.25,4,1.65
16800,1.62,3.8,6
16801,3,3.4,2.38
16802,3.5,3.25,2.2
16803,1.5,4.33,6.5
16804,2.45,3.2,3
16805,2.1,3.5,3.5
16806,2.3,3.3,3.2
16807,1.75,3.75,4.75
16808,1.5,4.33,6.5
16809,8.5,4.75,1.4
